m1,s1,a1,p1,m2,s2,a2,p2,m3,s3,a3,p3,label
83.063,91.819,10089.56,163.132,353.18,192.737,161883.344,1064.366,38.292,47.308,2238.163,103.36,1
258.366,245.984,108167.844,627.834,2800.37,477.363,8069950.0,3302.953,252.974,303.637,140977.187,827.22,1
606.768,277.465,445154.281,1067.585,2449.616,177.441,6032106.0,2756.36,1080.468,287.738,1250203.5,1724.913,1
1075.909,273.938,1232621.5,1614.615,548.257,858.213,861424.875,2143.955,1322.283,245.402,1808654.125,1830.423,1
1497.438,111.017,2254645.25,1662.786,59.019,64.509,5138.818,159.472,811.925,292.288,744654.25,1504.841,1
1200.166,86.936,1447956.125,1350.452,623.811,787.926,931737.75,2006.738,499.506,379.037,358532.375,1191.357,1
933.514,67.62,876020.375,1050.41,1696.012,122.848,2891547.5,1908.388,96.83,117.844,14754.474,290.976,1
703.939,88.548,503370.125,817.03,1319.193,95.557,1749401.875,1484.384,268.209,155.596,93783.289,569.718,1
214.953,278.227,77846.648,604.206,1026.096,74.326,1058397.5,1154.585,380.917,145.147,166165.703,566.968,1
533.8,195.283,323078.031,852.912,798.119,57.812,640335.562,898.06,438.886,61.474,196400.234,519.369,1
744.924,219.235,602976.25,1052.479,620.793,44.97,387406.125,698.53,473.727,73.988,229891.922,584.892,1
871.794,90.89,768286.375,1073.778,482.865,34.978,234382.5,543.331,486.102,120.88,250906.781,676.708,1
938.032,193.98,917532.5,1282.562,375.583,27.205,141802.781,422.614,472.686,110.781,235704.437,756.411,1
916.865,112.684,853340.0,1173.741,292.136,21.161,85791.187,328.718,433.629,61.137,191771.641,511.89,1
849.611,170.017,750744.062,1155.073,227.228,16.459,51903.676,255.683,405.01,108.246,175750.187,589.417,1
720.442,129.886,535907.625,926.215,176.743,12.803,31401.85,198.875,379.616,120.404,158605.516,597.262,1
658.995,106.99,445721.281,871.531,137.473,9.958,18998.051,154.688,312.06,87.956,105117.969,478.383,1
570.86,104.836,336871.469,730.473,106.929,7.746,11493.812,120.319,303.143,53.012,94705.883,417.738,1
467.106,143.821,238872.781,702.598,83.171,6.025,6953.704,93.586,227.314,69.854,56551.145,319.189,1
353.254,204.53,163530.922,681.561,64.692,4.686,4206.973,72.793,183.38,28.699,34451.922,242.413,1
346.958,210.133,149998.812,622.13,50.318,3.645,2545.175,56.619,140.104,32.653,20695.412,204.384,1
239.965,203.426,73593.727,481.12,39.137,2.835,1539.775,44.039,102.837,102.968,16722.168,255.952,1
186.348,161.9,47057.41,386.159,30.441,2.205,931.523,34.253,74.148,65.965,8115.984,179.84,1
94.607,119.151,14238.315,269.616,23.677,1.715,563.532,26.642,50.07,55.793,3538.188,106.232,1
123.38,147.349,22521.943,362.147,18.415,1.334,340.909,20.722,53.848,68.405,4905.283,173.016,1
97.33,100.737,11394.849,186.25,14.323,1.038,206.235,16.117,66.34,68.607,6805.842,163.343,1
153.351,136.53,37085.566,357.039,11.14,0.807,124.759,12.536,72.059,74.847,8195.423,197.376,1
149.876,164.431,31136.641,394.809,8.664,0.628,75.453,9.75,78.393,70.997,8156.521,156.679,1
124.36,91.359,22998.783,291.771,6.738,0.488,45.635,7.582,85.102,67.383,11782.935,244.96,1
154.315,76.978,29738.738,304.08,5.24,0.38,27.597,5.896,79.266,44.873,7882.544,161.45,1
140.862,117.201,31728.619,367.248,4.074,0.295,16.686,4.585,105.748,80.862,13155.125,182.786,1
167.516,132.649,44297.625,422.562,3.168,0.23,10.089,3.565,71.948,51.869,6861.187,143.239,1
171.696,121.514,39610.02,410.568,2.463,0.179,6.099,2.772,67.205,50.831,6860.129,167.131,1
132.356,86.514,24223.633,261.727,1.915,0.139,3.686,2.155,68.755,37.296,5754.249,113.389,1
163.103,99.224,35886.734,398.176,1.489,0.108,2.228,1.676,78.345,71.903,8447.905,154.875,1
151.496,148.049,30673.768,316.1,1.157,0.084,1.346,1.302,100.367,33.071,11167.135,175.267,1
71.663,77.773,8211.836,204.445,0.899,0.065,0.813,1.012,64.379,40.393,5776.306,173.222,1
146.003,136.781,28101.967,301.561,0.699,0.051,0.491,0.787,63.786,41.648,5311.326,145.556,1
158.355,148.845,36698.656,385.873,0.543,0.04,0.296,0.611,80.461,54.782,8594.012,175.697,1
188.677,162.821,48800.641,371.124,0.422,0.031,0.179,0.475,65.347,40.902,5501.261,129.225,1
134.486,151.868,29191.9,365.505,0.327,0.024,0.107,0.368,63.838,54.927,5577.743,156.145,1
200.446,215.202,75407.07,720.019,0.253,0.019,0.064,0.286,41.344,37.19,2368.133,89.819,1
123.359,109.751,21405.564,307.862,0.196,0.015,0.039,0.221,73.02,82.594,7678.38,144.455,1
148.743,148.98,29765.312,351.176,0.152,0.011,0.023,0.171,51.897,55.616,3689.202,118.83,1
76.295,90.388,8571.009,224.301,0.117,0.009,0.014,0.132,54.361,64.4,4944.811,151.711,1
102.501,121.801,15921.996,284.503,0.09,0.007,0.008,0.102,44.923,55.327,3127.997,158.66,0
60.412,84.702,7823.858,259.156,0.07,0.005,0.005,0.078,54.803,60.723,4225.08,131.449,0
119.489,153.651,24087.842,399.412,0.053,0.004,0.003,0.06,33.017,28.08,1708.002,77.407,0
97.645,123.897,15358.932,235.053,0.041,0.004,0.002,0.047,59.585,76.942,6067.813,151.529,0
75.964,88.941,8563.274,183.244,0.031,0.002,0.001,0.034,61.093,68.456,5334.404,149.946,0
123.513,147.196,21860.336,320.199,0.024,0.002,0.001,0.027,54.959,65.129,4340.416,136.443,0
128.275,150.911,23043.295,325.854,0.018,0.002,0.0,0.021,32.23,37.425,1409.7,71.5,0
97.21,120.16,14586.646,296.878,0.012,0.002,0.0,0.015,38.334,48.636,2681.101,122.111,0
136.59,161.698,26408.68,326.281,0.008,0.0,0.0,0.009,74.0,92.768,8608.057,221.113,0
49.614,59.082,4047.997,154.218,0.008,0.0,0.0,0.008,51.791,54.7,3375.545,96.519,0
273.439,196.326,110144.609,575.67,0.008,0.0,0.0,0.008,26.664,20.235,1106.087,72.759,0
858.037,100.875,746403.5,1028.933,0.008,0.0,0.0,0.008,32.701,38.829,1698.93,103.414,0
841.739,130.627,725587.812,1048.512,0.008,0.0,0.0,0.008,108.022,121.07,17219.473,262.223,0
750.592,144.153,584168.25,942.114,1233.307,1003.243,2527528.25,2331.82,91.951,110.984,17181.676,319.371,0
405.594,65.479,168794.234,515.848,1673.755,131.5,2818747.75,1902.337,139.027,175.477,31220.598,360.539,0
393.093,59.985,158120.594,491.636,1294.287,95.796,1684355.0,1445.289,102.574,126.263,15957.973,265.962,0
364.584,57.253,136199.687,457.767,888.198,534.325,833794.562,1057.853,323.572,98.68,114436.953,456.882,0
88.707,101.551,11099.541,200.301,768.937,55.698,594367.187,865.225,418.884,52.48,178217.875,515.819,0
257.978,74.049,72035.82,395.408,882.372,984.663,981427.187,1703.983,292.043,81.116,91868.789,442.394,0
426.172,44.456,183598.453,513.138,1320.371,92.105,1751862.125,1500.549,87.06,87.649,10536.079,193.867,0
536.37,28.235,288489.844,588.681,1032.369,72.625,1071059.375,1147.687,120.846,55.583,17693.26,189.467,0
570.591,21.358,326030.625,617.586,1000.913,977.539,1116455.625,1353.964,231.337,40.099,55124.922,300.283,0
568.228,21.355,323339.625,620.525,1055.91,76.486,1120795.875,1188.132,295.189,18.706,87486.383,327.495,0
560.669,27.17,315088.375,603.084,821.309,59.493,678087.812,924.154,329.21,45.785,110475.633,409.901,0
509.394,36.779,260834.656,580.485,638.831,46.274,410246.188,718.826,321.065,34.164,104250.258,376.722,0
451.146,26.218,204220.219,496.93,496.895,35.993,248200.062,559.117,294.135,28.304,87316.578,345.434,0
369.741,32.338,137753.906,449.349,386.495,27.996,150161.828,434.892,247.419,30.235,62130.16,314.203,0
294.591,36.63,88125.328,353.397,300.623,21.776,90848.102,338.267,208.864,34.827,44836.914,250.904,0
197.364,36.658,40296.363,262.35,233.83,16.937,54963.219,263.111,147.122,34.808,22856.592,232.283,0
144.156,31.018,21743.186,182.826,181.877,13.174,33252.68,204.652,108.741,31.456,12814.125,152.5,0
93.2,28.541,9500.811,135.624,141.467,10.248,20117.816,159.182,50.975,23.444,3148.075,98.033,0
51.43,28.426,3453.122,99.895,110.034,7.971,12171.075,123.814,44.09,49.54,2454.556,85.237,0
18.778,21.308,456.334,44.854,85.586,6.2,7363.348,96.303,44.357,25.287,2371.394,80.987,0
36.515,30.19,1747.718,77.36,66.569,4.822,4454.732,74.906,93.446,23.507,9284.708,131.591,0
62.122,30.703,4523.239,98.638,196.837,363.301,144935.391,1160.417,83.506,44.104,8918.485,161.76,0
90.275,22.993,8678.238,129.371,1509.974,260.224,2347738.75,1867.587,131.952,23.218,17950.43,175.209,0
106.054,18.868,11603.509,155.347,2282.36,213.371,5254695.0,2700.759,126.829,55.457,19161.037,240.844,0
117.036,22.579,14207.298,155.761,2591.866,110.925,6730076.0,2795.558,137.664,30.104,19857.592,192.859,0
106.111,16.305,11525.305,151.278,2107.405,152.65,4464458.0,2371.295,122.777,32.611,16137.64,189.932,0
110.364,34.141,13345.818,169.021,1639.185,118.732,2701024.25,1844.444,119.9,35.398,15629.025,189.216,0
115.98,18.894,13808.313,142.605,1274.993,92.352,1634136.75,1434.649,101.042,27.995,10993.264,167.086,0
119.572,31.773,15307.035,186.481,991.717,71.835,988663.5,1115.9,86.644,15.111,7735.603,123.336,0
91.168,19.269,8682.94,130.639,771.379,55.875,598147.875,867.972,77.708,20.588,6462.381,110.018,0
65.255,19.106,4623.243,97.034,599.995,43.461,361883.25,675.127,61.175,41.296,5447.77,135.142,0
40.075,26.812,2096.488,79.04,466.689,33.806,218941.625,525.128,57.105,28.386,3759.585,94.343,0
41.632,27.391,2290.139,79.383,363.001,26.295,132461.094,408.456,45.137,32.397,2986.685,102.25,0
33.558,21.572,1567.823,68.164,282.35,20.452,80139.797,317.706,44.281,32.653,2402.733,111.127,0
32.301,30.594,1349.352,74.873,219.618,15.908,48485.086,247.119,39.025,34.729,1822.377,72.482,0
28.724,26.415,1348.525,76.829,170.824,12.374,29333.777,192.214,25.695,26.714,1035.528,70.249,0
35.208,27.363,1720.364,80.14,132.87,9.624,17747.121,149.508,38.951,40.852,2398.748,97.401,0
40.492,32.602,2078.076,83.621,103.349,7.487,10737.125,116.291,40.818,48.234,2511.973,95.0,0
29.107,30.295,1271.43,68.228,80.387,5.823,6496.029,90.453,31.492,34.516,1340.816,75.865,1
44.496,28.18,2549.206,97.268,62.527,4.529,3930.137,70.357,23.748,29.952,897.608,59.664,1
23.44,18.292,693.364,45.732,48.635,3.523,2377.759,54.725,39.815,47.917,2566.553,119.467,1
24.46,28.526,815.856,58.943,37.829,2.74,1438.559,42.566,28.894,32.725,1131.199,75.087,1
14.983,19.902,414.049,54.995,29.424,2.131,870.337,33.109,25.056,29.566,1112.149,88.836,1
50.628,53.582,4887.205,149.376,22.887,1.658,526.56,25.753,63.801,69.433,6015.375,163.137,1
59.732,76.164,6131.063,155.785,1205.601,1413.698,3408448.0,3808.05,41.603,43.03,2364.411,81.515,1
170.787,89.257,37134.949,419.374,3321.278,240.577,11088762.0,3737.17,58.407,67.697,4583.538,128.799,1
496.213,377.656,325725.625,912.809,2583.36,187.129,6708768.0,2906.851,482.244,198.049,271783.188,724.343,1
784.669,210.996,660223.937,1218.645,1091.025,1094.04,2102778.0,2261.01,1170.207,329.589,1478013.875,1827.511,1
1263.511,303.681,1688682.25,1649.31,191.628,140.851,51527.809,373.237,833.774,174.219,725530.75,1124.83,1
1349.453,91.248,1829350.875,1493.616,1488.765,810.32,2639570.75,1988.639,427.998,192.878,220384.375,773.397,1
1024.542,136.724,1068379.875,1185.354,1445.513,104.709,2100471.25,1626.521,105.952,112.801,18103.781,266.513,1
379.723,266.598,215263.984,929.218,1124.35,81.445,1270796.375,1265.142,106.076,116.139,18489.584,315.001,1
271.559,333.474,112053.898,694.578,874.543,63.349,768838.062,984.054,287.569,80.1,89112.0,415.811,1
411.114,258.117,223251.656,798.991,680.237,49.272,465150.813,765.418,336.238,111.223,125426.922,559.511,1
636.642,98.954,415104.25,823.177,529.102,38.328,281418.375,595.357,364.98,132.883,150868.375,540.942,1
760.797,91.919,587261.0,873.104,411.546,29.81,170259.125,463.081,399.562,62.35,163537.766,483.939,1
835.918,175.871,729689.437,1148.917,320.109,23.187,103007.273,360.193,363.025,43.014,133637.406,448.026,1
811.206,155.743,682310.625,1113.986,248.987,18.035,62319.641,280.165,369.287,57.861,139720.703,459.806,1
771.102,98.254,604251.5,991.816,193.667,14.029,37703.602,217.918,323.529,52.201,107396.25,420.618,1
692.887,129.742,496925.469,930.646,150.637,10.912,22810.645,169.501,283.006,43.692,82001.297,375.317,1
629.488,212.872,441569.438,934.51,117.168,8.487,13800.326,131.84,257.644,43.304,68255.578,344.153,1
544.634,131.803,313998.625,872.695,91.134,6.602,8349.073,102.547,208.753,33.24,44682.516,267.774,1
392.634,68.743,158886.734,533.329,70.886,5.135,5051.127,79.762,179.21,58.676,35559.008,280.068,1
320.664,81.616,109486.609,477.722,55.135,3.994,3055.84,62.04,139.74,42.505,21333.785,219.53,1
250.266,50.28,65161.023,345.219,42.884,3.107,1848.664,48.254,110.055,91.88,17414.586,258.83,1
162.794,88.392,32187.785,281.807,33.355,2.416,1118.367,37.532,100.688,41.455,11856.653,165.526,1
93.484,67.984,12751.863,229.177,25.943,1.879,676.575,29.192,49.786,44.003,3903.748,116.163,1
122.055,154.24,23932.172,378.299,20.178,1.462,409.284,22.705,58.74,63.365,5592.517,161.502,1
76.183,78.062,7955.389,155.71,15.694,1.137,247.592,17.66,28.254,34.165,1203.959,66.16,1
111.443,73.918,17883.445,293.758,12.206,0.885,149.765,13.735,48.082,56.68,3361.287,121.601,1
134.407,102.669,27670.102,366.705,9.493,0.688,90.59,10.682,41.258,45.95,2675.87,119.62,1
151.889,85.268,30341.037,328.383,7.383,0.535,54.796,8.308,52.385,52.786,3552.379,104.851,1
52.743,61.701,4409.442,164.445,5.742,0.416,33.143,6.461,52.122,43.054,4260.935,150.897,1
95.071,89.523,13069.534,244.953,4.465,0.324,20.045,5.025,78.384,64.684,7864.27,161.886,1
125.869,74.44,21384.295,279.791,3.473,0.252,12.124,3.908,55.821,41.929,3746.34,110.605,1
173.674,101.139,39482.754,322.813,2.701,0.196,7.332,3.039,56.185,41.379,4803.922,135.851,1
229.262,77.248,58528.141,382.349,2.1,0.152,4.433,2.363,63.138,40.862,5585.99,138.091,1
144.297,131.712,32752.127,409.829,1.632,0.119,2.679,1.837,55.463,31.205,4049.847,103.442,1
155.679,202.521,54500.0,681.748,1.269,0.092,1.619,1.428,70.82,77.568,9005.879,255.527,1
126.05,136.203,26219.883,374.739,0.986,0.072,0.978,1.11,55.1,39.416,3554.636,92.713,1
155.137,165.037,34802.066,375.369,0.766,0.056,0.59,0.863,66.51,49.292,5695.689,146.64,1
137.873,165.069,34621.426,435.854,0.595,0.043,0.356,0.67,44.463,42.377,3581.445,142.252,1
185.653,189.008,51148.77,441.229,0.462,0.034,0.215,0.521,53.419,42.048,4253.408,127.709,1
125.782,150.575,24789.949,377.708,0.359,0.026,0.129,0.404,56.738,52.617,4304.926,120.787,1
152.536,164.029,42132.5,438.475,0.278,0.02,0.078,0.313,52.408,37.282,3844.492,108.959,1
166.568,212.554,49258.309,529.621,0.215,0.016,0.047,0.243,52.286,53.982,3693.003,114.888,1
109.627,147.173,27219.623,482.409,0.167,0.012,0.028,0.188,50.791,46.281,3208.482,95.496,1
72.632,81.482,7351.608,166.358,0.129,0.01,0.017,0.146,29.479,38.418,1654.447,105.78,1
75.04,98.556,9745.109,224.071,0.099,0.007,0.01,0.112,31.754,35.048,1444.093,85.161,1
109.385,126.603,16028.384,278.718,0.076,0.006,0.006,0.086,49.776,54.388,3975.194,124.434,0
78.497,86.411,9987.07,247.074,0.058,0.005,0.003,0.067,35.242,46.301,2144.513,125.379,0
84.583,98.631,9998.438,181.093,0.045,0.004,0.002,0.051,26.187,31.064,981.975,71.182,0
51.791,51.104,4411.075,146.958,0.034,0.003,0.001,0.039,14.694,18.993,406.247,44.665,0
315.359,221.577,148547.562,673.323,0.027,0.002,0.001,0.03,43.625,50.346,2704.013,114.558,0
789.911,166.255,651601.062,1035.841,0.021,0.002,0.0,0.023,108.021,142.426,21137.977,307.339,0
849.543,63.77,725789.75,942.596,600.798,934.131,1233533.5,2346.508,134.754,152.917,26659.408,303.984,0
664.916,53.693,444996.688,735.887,1841.489,166.791,3418900.25,2195.1,107.784,125.709,15806.308,259.445,0
564.562,36.147,320036.469,621.377,1396.708,106.952,1962232.375,1601.079,63.488,77.699,6178.595,176.171,0
371.308,68.371,142544.109,503.72,993.599,982.228,1018753.625,1208.342,73.861,60.942,8996.441,183.432,0
95.428,94.02,14142.242,244.611,801.328,58.047,645496.75,901.672,304.176,101.618,102849.211,425.956,0
197.654,61.248,42818.398,272.094,1185.125,784.157,1549323.875,1607.262,338.908,36.484,116190.039,410.584,0
374.712,58.092,143783.406,481.769,1110.969,81.616,1240912.75,1254.798,230.712,88.702,61096.105,361.485,0
451.343,23.95,204284.0,481.111,816.033,175.186,696600.562,986.956,84.07,76.998,11024.146,270.052,0
501.632,22.577,252144.062,554.028,1142.905,358.101,1425096.625,1407.944,86.202,81.819,10776.469,239.113,0
525.508,22.46,276663.625,564.755,1013.179,73.39,1031918.375,1140.051,226.808,81.292,58050.148,365.838,0
504.886,22.493,255415.844,537.338,788.072,57.085,624315.687,886.755,319.069,50.446,104349.687,408.842,0
462.793,27.102,214911.937,507.232,612.978,44.403,377713.969,689.736,353.231,52.296,127506.906,455.894,0
422.87,42.975,180665.641,491.334,476.787,34.537,228518.578,536.491,349.666,36.581,123604.398,398.394,0
345.549,27.061,120136.68,391.567,370.854,26.863,138254.25,417.293,310.221,31.817,97249.578,366.3,0
295.168,33.384,88238.594,375.6,288.457,20.895,83644.102,324.578,232.304,25.337,54607.285,289.303,0
232.507,34.929,55279.547,293.715,224.367,16.252,50604.738,252.463,183.594,42.808,35539.391,250.827,0
176.622,27.289,31939.973,221.901,174.517,12.642,30615.842,196.37,136.961,34.455,19945.475,186.807,0
108.192,37.709,13127.45,183.712,135.742,9.833,18522.516,152.74,77.148,31.223,6926.725,128.7,0
47.822,23.369,2786.542,86.983,105.582,7.648,11206.027,118.803,60.51,57.105,4764.247,138.986,0
14.748,17.49,350.001,39.492,82.123,5.949,6779.63,92.407,32.523,39.449,1583.183,78.033,0
15.85,19.272,377.081,49.22,63.876,4.628,4101.553,71.875,56.697,60.784,5405.475,167.308,0
33.381,22.526,1514.824,76.62,166.996,295.53,95303.852,992.993,81.349,20.941,7056.146,133.399,0
53.625,22.894,3399.777,93.213,1397.223,234.802,2007362.875,1813.713,96.784,47.461,11036.237,160.109,0
107.152,27.577,12242.104,148.573,2039.223,208.977,4202103.5,2330.828,132.844,43.621,19550.381,213.294,0
138.264,33.444,20235.418,185.508,2517.213,86.776,6343889.5,2658.197,120.404,45.507,16567.9,204.664,0
171.553,36.767,30782.137,226.788,2210.606,160.129,4912422.0,2487.42,103.089,27.658,11392.258,163.481,0
163.731,30.752,27753.662,214.713,1719.457,124.55,2972046.5,1934.769,85.757,27.408,8105.4,142.842,0
176.972,26.215,32006.213,246.587,1337.431,96.875,1798106.875,1504.905,93.691,42.928,10486.496,169.414,0
87.098,46.742,9770.909,192.376,1040.283,75.352,1087866.125,1170.547,78.71,53.108,7852.395,148.864,0
37.247,22.005,1871.532,73.103,809.154,58.612,658165.937,910.477,107.399,48.327,13870.113,231.34,0
19.41,21.945,502.91,45.603,629.378,45.589,398194.594,708.189,74.132,44.789,7501.529,150.372,0
24.937,32.234,1039.17,79.055,489.544,35.46,240910.359,550.844,84.586,57.075,9795.85,191.145,0
101.336,44.96,12290.461,180.187,380.778,27.582,145752.344,428.459,69.314,32.351,5850.955,131.744,0
85.886,36.027,8674.313,162.207,296.177,21.454,88181.07,333.264,61.961,38.231,4697.505,122.337,0
51.147,36.31,3684.919,106.048,230.373,16.687,53350.086,259.22,57.075,40.233,4380.183,132.225,0
15.779,18.802,358.413,47.984,179.189,12.98,32277.135,201.627,43.041,24.899,2421.479,88.334,0
31.508,32.719,2023.878,116.141,139.377,10.096,19527.867,156.83,32.554,30.765,1644.358,87.45,0
17.063,21.532,497.478,55.404,108.41,7.853,11814.478,121.986,35.923,36.048,2304.156,96.179,0
22.578,21.046,705.318,51.656,84.324,6.108,7147.833,94.883,28.526,27.741,1021.491,55.072,0
24.275,23.214,1027.313,77.473,65.589,4.751,4324.485,73.802,57.181,62.556,4133.768,123.88,0
29.094,27.365,1076.472,53.261,51.017,3.696,2616.341,57.405,28.68,24.05,1112.738,64.895,0
18.74,22.838,522.995,57.171,39.682,2.874,1582.903,44.651,40.224,47.482,2807.451,119.988,0
33.292,31.298,1492.878,66.58,30.865,2.236,957.667,34.73,41.871,46.674,2230.107,71.887,0
18.599,22.674,520.101,47.038,24.008,1.739,579.394,27.014,44.704,44.851,2438.74,85.417,0
33.815,28.929,1665.059,86.21,18.674,1.353,350.537,21.012,37.664,44.313,2010.617,80.553,0
28.367,29.918,1273.1,79.408,14.525,1.052,212.077,16.344,30.898,24.212,1251.136,62.191,1
35.462,27.533,1989.997,89.824,11.298,0.818,128.308,12.712,26.065,29.194,882.347,60.204,1
69.879,35.616,6118.291,114.224,8.788,0.637,77.627,9.888,40.208,49.726,2524.046,116.441,1
64.832,30.899,5100.811,110.546,6.835,0.495,46.965,7.691,30.88,32.895,1275.276,69.366,1
75.359,40.391,7310.35,145.947,5.317,0.385,28.414,5.982,25.785,33.892,1189.616,80.936,1
36.741,48.283,2337.501,122.522,4.912,5.343,37.953,23.074,32.117,36.227,1683.518,94.731,1
98.917,76.895,14455.397,275.145,678.116,630.693,857614.812,2144.833,53.033,60.441,3671.286,123.153,1
171.238,139.18,46983.324,477.92,3340.387,326.897,11265050.0,3799.178,186.65,222.023,74698.297,643.002,1
341.582,148.129,138620.453,743.157,2491.037,671.341,6655962.0,3045.538,886.706,227.207,837871.062,1129.304,1
758.65,245.294,635719.125,1141.088,276.401,84.157,83480.156,421.452,1090.652,148.423,1211551.0,1345.257,1
1061.794,320.512,1230134.75,1761.519,396.4,76.134,162929.469,499.94,731.711,250.8,598301.187,1223.311,1
816.362,244.439,726196.5,1271.484,987.816,1018.407,2012933.875,2242.306,327.537,152.122,130421.5,609.496,1
494.833,317.471,341317.281,929.463,1784.203,129.24,3200081.5,2007.622,115.52,132.739,17743.537,273.263,1
166.034,213.961,54997.852,710.355,1387.79,100.526,1936067.375,1561.571,222.428,84.401,56597.578,402.581,1
206.15,136.583,59390.66,386.889,1079.452,78.191,1171331.0,1214.623,324.108,112.923,117797.461,469.453,1
261.171,196.498,104932.25,660.576,839.62,60.819,708660.937,944.758,412.097,75.701,175554.344,539.664,1
360.214,135.779,148190.078,541.529,653.073,47.305,428742.625,734.852,460.122,67.338,216246.922,540.313,1
428.751,116.755,197459.344,633.767,507.973,36.796,259390.812,571.583,470.157,87.437,228693.219,668.862,1
540.906,126.91,308685.906,795.237,395.112,28.621,156932.672,444.589,432.204,47.683,189073.625,538.674,1
348.538,107.495,133034.172,513.724,307.326,22.261,94944.719,345.81,410.4,71.537,173545.562,547.587,1
423.859,103.736,190417.516,645.814,239.044,17.315,57442.031,268.978,359.227,65.35,133314.953,514.57,1
512.848,58.049,266383.094,686.62,185.933,13.468,34752.496,209.216,317.348,61.174,104451.953,438.953,1
369.067,92.399,144748.203,565.904,144.622,10.476,21025.143,162.732,268.95,46.475,74494.023,368.822,1
247.517,85.119,68510.211,379.917,112.489,8.148,12720.135,126.575,226.223,60.422,54827.555,331.992,1
217.42,109.626,57016.73,388.553,87.495,6.338,7695.605,98.452,198.385,42.583,41170.008,254.19,1
131.306,54.267,20186.039,263.679,68.055,4.93,4655.822,76.578,130.188,44.994,18973.471,241.196,1
154.535,123.009,34051.844,362.187,52.934,3.835,2816.704,59.563,91.841,58.905,10542.64,162.274,1
157.899,140.877,30987.187,308.537,41.172,2.983,1704.022,46.328,77.247,88.416,10598.307,233.029,1
136.163,121.972,26162.867,321.575,32.024,2.32,1030.888,36.034,58.969,78.215,7122.432,205.824,1
169.648,83.073,33781.484,279.384,24.908,1.804,623.663,28.027,83.247,95.253,9409.426,182.003,1
137.962,147.194,33913.766,370.264,19.373,1.404,377.287,21.8,52.588,53.508,3973.714,139.845,1
59.659,80.494,6914.053,189.849,15.068,1.092,228.225,16.955,56.675,48.841,4661.244,132.417,1
86.726,102.213,11098.026,262.399,11.719,0.849,138.051,13.187,78.372,26.354,6836.731,127.37,1
65.64,32.111,5339.683,159.618,9.114,0.661,83.504,10.256,57.872,33.512,4214.863,130.637,1
89.953,108.678,12478.537,210.492,7.088,0.514,50.502,7.976,76.775,51.191,8321.05,161.375,1
64.584,73.3,6814.041,195.426,5.512,0.4,30.541,6.203,60.809,46.683,5236.269,188.608,1
95.821,113.882,13503.246,243.461,4.286,0.311,18.467,4.823,83.249,64.304,10973.22,251.072,1
78.86,97.745,10279.767,205.996,3.333,0.242,11.167,3.751,86.308,63.614,9927.48,217.66,1
117.885,135.786,21403.689,300.672,2.592,0.188,6.752,2.917,80.538,34.454,7673.382,141.927,1
63.949,54.713,6796.216,231.823,2.015,0.146,4.082,2.268,71.23,30.63,6011.853,126.204,1
95.729,98.586,15979.367,287.853,1.567,0.114,2.467,1.763,63.873,43.205,5921.916,157.697,1
86.873,86.447,13052.018,252.739,1.218,0.088,1.491,1.371,65.301,49.961,6107.661,137.599,1
92.198,105.995,13660.479,255.471,0.946,0.069,0.9,1.065,63.364,30.088,4920.313,109.372,1
98.961,65.914,13730.759,233.214,0.735,0.054,0.544,0.828,71.167,43.761,6687.803,169.919,1
86.019,93.911,14932.898,321.604,0.571,0.042,0.328,0.643,42.818,32.777,2698.841,107.148,1
75.153,80.923,7716.666,205.03,0.444,0.032,0.198,0.5,45.49,37.645,3161.725,106.259,1
100.37,102.208,12834.339,181.13,0.344,0.025,0.119,0.388,27.647,23.475,1078.945,65.034,1
69.713,84.436,7817.473,199.285,0.267,0.02,0.071,0.3,29.372,33.564,1506.939,102.013,1
81.208,93.595,8801.024,157.991,0.206,0.015,0.043,0.233,36.16,32.694,1733.019,77.54,1
73.0,89.021,8121.371,202.842,0.16,0.012,0.026,0.18,40.959,44.343,1974.935,69.374,1
43.165,55.308,3228.366,138.184,0.123,0.009,0.015,0.139,44.415,42.113,2497.976,82.369,1
126.768,163.286,28867.418,423.109,0.095,0.007,0.009,0.107,42.565,55.478,3331.324,141.564,0
60.074,77.687,6089.73,190.073,0.073,0.005,0.005,0.082,27.69,36.396,1894.835,129.54,0
80.61,85.239,8577.03,150.031,0.267,0.974,0.965,4.896,16.713,19.242,370.596,36.967,0
76.797,75.334,10867.849,220.044,0.083,0.006,0.007,0.094,27.608,39.499,1726.532,111.036,0
65.885,82.481,7022.658,174.894,0.064,0.005,0.004,0.073,57.743,73.973,5474.112,156.598,0
292.857,160.359,111211.203,566.223,25.152,122.997,15756.111,627.617,217.112,241.471,67108.102,514.271,0
441.832,121.765,210041.953,675.319,1956.612,228.532,3880557.5,2322.052,134.969,154.273,25377.703,289.023,0
825.875,140.43,701789.5,1063.48,1494.684,116.929,2247751.75,1708.269,106.849,85.005,17997.217,260.494,0
863.757,149.114,768311.062,1020.232,1075.597,1023.375,1219414.25,1285.098,398.863,108.359,170833.5,571.255,0
432.721,134.477,205331.047,638.199,864.594,62.63,751445.125,972.859,495.368,65.44,249671.687,618.777,0
60.921,67.882,6616.667,192.429,1076.613,989.4,1311740.5,1585.796,298.439,90.505,97257.109,418.508,0
183.958,76.699,39723.191,322.547,1146.889,81.237,1321953.625,1275.082,87.442,103.872,11741.94,241.134,0
