m1,s1,a1,p1,m2,s2,a2,p2,m3,s3,a3,p3,label
163.907,17.48,27171.068,187.427,118.569,22.212,14551.921,152.332,18.741,15.782,587.002,66.301,2
185.771,15.933,34764.887,211.516,115.644,19.863,13768.188,165.365,20.272,20.99,623.823,53.47,2
221.45,10.122,49142.578,242.652,129.863,20.96,17303.676,167.871,14.512,17.941,321.909,44.783,2
217.38,35.18,48491.82,267.958,120.911,19.258,14990.353,157.7,17.6,11.184,375.828,33.896,2
209.998,28.503,44911.523,242.948,99.761,15.726,10199.626,130.038,14.006,13.49,304.172,34.917,2
213.642,21.569,46108.23,256.039,105.505,23.767,11696.142,146.577,23.881,14.135,704.841,44.105,2
188.163,21.753,35878.457,222.107,82.805,14.691,7072.524,111.834,17.274,18.579,420.648,39.602,2
166.484,25.589,28371.592,196.92,63.337,16.54,4285.083,93.715,37.549,22.161,1813.036,87.936,2
142.4,16.242,20541.568,165.793,59.745,19.892,3965.128,98.555,40.437,17.816,1952.555,68.623,2
110.943,33.652,13440.875,175.339,45.213,16.473,2315.613,72.821,46.739,13.628,2370.298,75.267,2
79.811,17.897,6690.088,114.757,46.7,20.611,2605.74,86.119,30.421,23.234,1193.488,72.191,2
61.129,30.169,4478.405,95.656,30.483,24.452,1302.14,72.063,19.896,17.612,535.165,40.112,2
56.278,20.176,3574.299,93.933,18.437,15.765,499.157,38.305,15.401,18.435,343.081,38.838,2
50.975,25.726,3260.344,86.143,17.89,14.028,477.22,45.816,24.898,25.217,948.106,67.1,2
38.691,14.592,1709.926,78.071,17.565,19.406,413.927,41.302,14.726,16.929,350.445,51.884,2
35.022,24.527,1733.53,67.345,12.566,15.342,248.27,32.922,14.046,14.846,236.809,27.076,2
33.682,16.445,1404.93,60.954,19.051,21.756,481.163,39.771,25.931,23.737,858.27,51.242,2
25.881,23.481,1094.003,67.502,16.626,20.149,425.54,44.022,37.255,14.933,1610.929,68.213,2
25.283,30.589,956.186,65.222,29.669,34.062,1174.117,65.545,39.612,26.973,2255.848,95.056,2
43.659,49.724,2678.002,89.909,28.023,29.242,1481.967,115.774,40.021,30.85,2323.995,97.771,2
30.024,20.703,1236.328,62.773,36.889,25.552,1977.491,103.727,23.449,26.674,983.375,75.47,2
17.575,20.823,505.862,46.856,146.921,38.668,23081.09,217.482,42.017,54.571,3352.773,140.673,2
45.944,42.807,2834.156,101.105,209.885,41.364,45762.547,280.414,61.712,37.987,5251.399,163.197,2
54.98,27.837,3765.948,115.59,217.321,32.312,48272.555,271.074,71.017,35.393,6296.049,142.072,2
51.792,37.989,3539.444,113.66,302.08,73.176,96607.047,474.208,176.843,72.039,36463.137,436.22,2
49.663,43.589,3340.957,135.921,810.901,184.673,691665.5,1032.246,193.764,67.31,42075.227,428.888,2
345.448,56.504,122527.078,437.407,804.486,54.905,650211.5,897.479,304.517,85.791,100090.867,503.548,2
221.363,38.719,50500.547,277.451,530.306,90.088,289340.469,665.656,196.85,89.742,46803.34,359.449,2
142.601,157.143,25186.43,299.14,223.528,96.079,59195.684,348.431,131.228,151.947,29036.863,397.474,2
101.023,48.153,12524.33,184.95,85.34,81.894,9251.485,160.235,113.972,128.244,17597.545,259.016,2
52.14,58.762,3797.567,113.955,190.482,57.564,39596.953,291.181,160.487,147.763,35635.816,346.837,2
273.318,103.76,85469.187,402.808,300.421,68.81,94987.523,453.765,195.566,159.318,52079.395,407.517,2
328.894,63.77,112237.602,480.001,366.171,41.258,135783.734,460.966,183.677,167.899,42404.059,390.418,2
210.449,65.751,48611.945,327.635,405.737,44.232,166579.125,478.537,135.152,117.89,26233.055,340.253,2
124.021,44.053,17321.834,207.151,423.472,89.841,187400.125,630.833,228.356,258.015,70854.609,429.099,2
159.756,52.733,28302.787,232.146,406.579,49.211,167728.297,482.992,189.796,202.161,49264.926,478.613,2
75.922,83.399,10579.317,273.341,414.251,66.431,176016.547,541.937,132.02,124.731,29454.937,446.107,2
92.287,62.399,11148.813,215.052,372.145,81.757,145175.766,557.681,188.539,200.391,50589.836,412.421,2
225.494,44.915,52865.094,314.869,338.849,82.799,121674.641,524.567,190.545,172.882,45110.797,392.77,2
294.489,36.49,88055.391,359.862,316.217,75.453,105686.609,467.392,147.876,160.574,29701.623,322.882,2
320.139,36.475,103819.359,384.56,233.981,61.145,58486.016,378.958,183.544,193.324,46328.184,399.629,2
304.393,35.92,93945.203,351.594,192.179,36.133,38238.473,282.202,117.249,99.836,17326.172,268.199,2
281.934,27.652,80251.562,329.65,134.523,39.435,19651.488,213.303,105.561,103.092,15935.639,234.13,2
267.254,43.654,73330.297,349.512,86.33,43.534,9348.177,152.17,105.655,104.369,18576.221,325.394,2
222.291,33.677,50547.648,281.032,52.476,52.043,4272.135,164.684,104.128,123.66,16481.357,257.284,2
174.76,31.539,31535.658,238.066,58.16,70.878,5105.399,156.311,62.916,69.249,5384.346,174.521,2
151.679,45.898,25112.992,226.211,46.725,53.605,3229.506,123.215,66.222,83.847,7184.341,218.868,2
143.593,32.452,21671.967,216.069,58.615,41.947,4616.496,136.656,89.373,104.106,13424.287,269.461,2
115.419,35.364,14572.165,174.618,70.059,51.699,6141.808,135.289,97.313,120.998,14643.14,278.368,2
99.262,23.781,10418.52,140.524,70.695,37.989,6199.226,125.693,66.902,77.429,7107.025,166.907,2
63.821,33.649,5182.521,117.814,44.087,26.906,2468.482,76.574,56.638,79.813,6450.483,203.592,2
39.808,32.15,2331.665,87.6,53.228,34.048,3849.525,105.444,70.609,72.293,8204.915,199.698,2
28.987,36.12,1418.987,85.964,66.551,20.657,4855.773,101.693,63.242,67.718,6654.131,169.227,2
24.783,32.23,1062.443,75.73,83.419,40.897,8231.524,139.667,93.375,100.737,12504.019,254.661,2
31.409,18.256,1319.835,70.394,66.55,30.303,5347.132,131.815,52.388,50.413,4769.416,150.028,2
52.591,27.667,3530.22,117.729,64.991,26.605,4931.596,117.269,63.749,65.336,5329.137,125.036,2
80.761,17.309,6821.904,110.467,50.804,25.722,3242.68,104.233,77.711,80.956,8481.058,163.7,2
85.28,28.567,8088.685,149.674,60.053,45.998,5167.091,129.465,112.922,132.437,17720.748,290.943,2
76.242,27.37,6561.989,119.341,47.193,44.114,3466.147,113.568,131.179,120.726,22400.932,253.848,2
67.068,36.164,5750.601,136.58,56.55,53.249,5467.771,167.78,127.686,146.657,24168.967,365.702,2
76.891,38.377,7385.0,140.376,53.722,42.378,3464.687,92.212,96.882,107.35,15418.934,295.475,2
43.038,42.207,2383.297,80.279,44.852,53.632,3067.954,139.852,115.544,128.357,18333.387,228.913,2
34.334,41.074,1746.724,114.177,71.614,85.055,7327.97,164.659,123.731,143.543,24330.168,327.307,2
39.709,39.087,2218.312,109.674,43.406,55.681,3816.529,145.872,103.618,127.35,17849.721,338.107,2
53.994,52.258,4314.271,150.994,136.623,135.692,27567.662,317.189,122.078,151.558,24793.102,393.186,3
71.829,41.4,6873.313,167.99,470.274,101.95,231550.953,712.433,110.422,138.34,19266.168,297.77,3
63.941,31.088,4850.424,113.449,547.146,77.208,305329.688,697.249,144.44,184.705,34740.918,382.517,3
73.756,26.041,6118.169,127.89,335.102,78.039,118383.172,509.123,128.749,165.07,30852.76,409.653,3
70.458,43.283,6530.134,161.982,152.508,117.136,36743.781,427.586,117.032,140.044,22361.49,375.035,3
52.436,34.174,3917.358,163.785,49.059,59.228,3870.782,120.862,120.566,73.562,19783.922,269.946,3
30.204,16.857,1145.196,71.003,144.298,41.398,22535.723,195.527,106.474,24.247,11924.52,136.582,3
27.676,22.768,1119.686,59.182,595.38,355.539,480885.188,988.433,130.578,18.434,17390.371,159.334,3
72.52,78.097,8931.135,242.652,917.309,91.661,849858.312,1080.081,90.256,16.131,8406.352,129.883,3
22.536,26.518,756.533,58.366,871.793,103.587,770753.625,1103.28,107.79,18.923,11976.73,137.266,3
67.131,20.784,4938.478,108.472,1031.49,53.365,1066818.375,1096.207,86.185,16.276,7692.739,123.432,3
107.265,24.208,12091.912,152.892,690.172,97.245,485794.406,840.314,66.857,24.272,5058.981,119.143,3
123.217,45.724,17273.029,181.53,344.895,107.316,130469.102,522.24,29.176,18.539,1073.498,54.077,3
117.919,19.798,14296.821,154.406,111.873,57.661,15840.369,193.105,41.969,26.881,2229.326,98.908,3
191.73,68.992,41520.109,258.973,47.942,41.493,2817.136,117.473,63.071,15.754,4226.171,109.611,3
158.89,45.296,27297.615,212.955,133.028,21.512,18159.354,174.88,58.938,14.328,3678.936,81.942,3
128.071,36.369,17724.822,183.598,232.318,17.84,54289.734,266.893,50.045,12.396,2658.172,75.173,3
44.254,34.08,2805.462,102.006,282.12,34.757,80799.922,346.216,71.494,18.723,5461.896,103.747,3
38.461,38.633,2427.542,96.371,310.536,27.949,97213.703,385.554,86.81,14.22,7738.25,121.65,3
55.098,32.004,3986.052,107.081,337.67,16.106,114280.539,363.189,92.378,17.064,8824.959,132.855,3
100.05,34.798,11220.854,167.945,329.624,16.557,108926.008,358.32,94.406,23.735,9475.782,136.25,3
125.615,16.531,16052.457,152.483,299.604,9.878,89859.906,323.776,60.174,12.322,3772.722,81.923,3
150.86,27.936,23539.225,217.998,280.54,9.531,78793.766,304.325,37.064,19.755,1764.052,80.202,3
169.968,33.509,30012.135,216.797,246.533,22.447,61282.496,282.522,21.971,25.481,649.704,49.027,3
188.52,18.035,35865.176,230.831,208.247,19.704,43755.051,258.22,16.019,13.474,335.229,39.457,3
162.865,14.934,26748.168,197.452,178.666,18.613,32268.088,212.317,13.131,14.332,248.934,30.396,3
133.785,21.138,18345.318,171.752,143.077,16.83,20754.346,167.623,14.304,17.163,295.809,42.299,3
115.113,19.02,13612.711,153.599,111.225,18.019,12695.716,138.185,15.349,18.178,335.063,41.333,3
69.973,21.345,5351.777,107.437,84.943,20.026,7616.442,119.936,21.694,22.134,626.069,54.046,3
36.648,21.846,1819.398,97.58,66.459,25.248,5054.27,132.959,63.823,37.947,5513.32,124.331,3
20.099,21.298,659.762,60.488,40.978,14.841,1899.463,68.789,106.806,20.22,11816.463,141.385,3
18.329,17.615,445.056,37.161,31.504,21.46,1390.195,67.137,60.312,17.144,3931.437,99.948,3
27.771,30.609,1221.546,79.338,13.287,15.905,256.81,31.921,53.682,58.632,3603.451,95.594,3
45.26,15.479,2288.11,72.61,10.145,12.592,164.34,30.808,87.078,11.647,7718.257,112.246,3
57.459,48.063,4132.312,118.621,25.886,27.437,844.049,49.564,43.008,28.778,2643.713,95.86,3
45.566,23.733,2478.617,73.464,24.219,20.831,787.587,58.584,26.552,18.07,1018.835,71.733,3
56.07,36.611,4182.67,107.179,24.278,25.23,951.107,77.621,15.923,19.551,479.288,54.417,3
60.427,22.219,4145.089,106.108,32.912,16.793,1365.163,69.799,12.239,15.157,238.52,37.038,3
58.34,31.074,4251.42,94.664,25.626,13.435,837.17,46.826,16.821,15.756,409.196,49.636,3
48.058,30.814,3109.819,97.514,26.216,13.705,869.236,48.542,14.418,18.289,334.594,40.761,3
31.912,20.435,1285.101,67.032,41.402,14.893,1935.916,79.925,11.979,13.847,234.094,32.353,3
44.6,34.155,2677.403,105.322,45.722,18.573,2435.457,85.434,17.973,13.724,480.459,50.219,3
27.238,29.918,911.156,54.181,49.456,18.281,2780.099,77.461,22.584,17.741,736.171,55.036,3
42.793,43.139,2440.261,80.666,42.179,17.912,2099.93,71.933,34.106,14.114,1362.471,60.91,3
46.986,47.302,3326.173,136.175,60.213,36.065,4856.516,118.429,38.45,9.953,1577.445,62.16,3
60.677,64.335,5353.095,168.5,70.747,86.676,7603.797,164.515,53.417,30.002,3753.545,110.837,3
159.959,174.733,38883.773,395.357,291.852,121.938,100046.328,486.803,102.367,45.721,12569.464,164.973,3
277.267,101.997,87280.531,440.751,209.708,80.724,50493.949,338.017,71.538,27.212,5858.15,127.227,3
114.659,114.547,18083.18,257.317,128.415,114.931,19426.848,233.415,40.551,30.83,2579.154,100.655,3
111.375,148.536,22486.475,370.579,100.457,56.707,13307.331,242.473,24.137,28.237,1316.763,105.372,3
156.245,183.052,40501.711,448.231,291.026,120.373,99185.859,478.406,27.521,28.549,1224.748,102.339,3
248.862,160.859,86083.719,533.954,537.048,68.363,293093.906,643.443,36.139,35.343,1739.99,81.62,3
176.95,97.558,40828.664,417.403,575.748,62.56,335399.313,691.189,44.086,40.936,3390.679,145.422,3
128.498,109.899,24795.273,306.282,524.144,72.672,280007.938,725.693,60.0,40.02,5201.587,156.646,3
235.087,92.952,63906.09,380.659,1109.773,149.308,1253889.75,1321.122,68.12,64.15,8352.478,242.648,3
228.671,172.524,75665.539,461.244,990.037,176.485,1011319.812,1218.145,37.581,37.626,2205.501,113.599,3
180.651,139.019,47979.656,433.861,577.104,147.491,354802.375,868.336,57.892,64.986,4852.914,154.168,3
86.593,75.395,10521.628,208.419,261.989,127.385,84865.352,537.276,87.612,85.43,11509.183,233.874,3
79.608,102.439,10988.385,240.055,82.455,83.226,12112.883,252.1,86.5,64.421,11134.34,210.249,3
149.645,154.538,36577.094,401.438,335.584,83.485,119586.437,479.161,64.079,57.905,7020.045,188.907,3
122.013,83.391,21456.939,263.021,478.831,59.743,232848.594,578.997,77.961,86.438,9037.381,193.501,3
113.883,100.268,21918.387,375.505,574.854,71.502,335569.875,709.613,69.274,98.346,9762.595,239.495,3
114.674,63.468,16981.768,287.406,618.302,51.75,384975.094,704.507,56.541,56.293,4788.883,141.93,3
140.199,125.148,29920.832,355.586,644.835,62.322,419696.719,768.002,89.843,77.615,11688.754,218.554,3
119.417,125.588,21457.064,292.157,588.193,88.881,353871.25,761.852,75.0,79.677,7440.06,194.532,3
111.56,142.411,25728.225,493.464,565.533,69.975,324724.094,688.745,79.299,70.687,10627.435,237.202,3
65.646,76.647,6789.027,212.907,519.732,59.396,273649.094,658.342,104.298,110.662,16758.398,256.606,3
79.926,86.111,8338.379,161.349,441.782,71.665,200307.406,537.722,58.198,59.172,5741.435,159.914,3
79.609,92.009,10979.289,201.407,358.004,58.267,131561.984,466.003,106.391,126.76,16072.751,280.216,3
86.877,109.297,12665.11,230.318,283.767,42.665,82344.07,364.244,80.644,97.68,11311.42,281.49,3
90.871,100.141,11812.229,228.485,227.812,67.691,56480.309,336.053,108.757,133.461,17841.5,270.437,3
86.049,80.496,10040.532,184.256,150.695,44.763,24712.568,239.953,100.23,106.991,15059.532,232.909,3
84.182,104.643,11680.947,232.724,119.903,31.359,15360.134,182.472,73.368,87.039,7611.851,166.637,3
90.854,94.604,11416.99,198.585,82.02,58.995,9534.855,166.686,104.235,111.723,14041.247,209.899,3
111.051,132.766,17655.561,296.685,70.677,82.288,7364.349,191.874,99.679,118.44,14500.225,279.476,3
69.727,77.8,6643.436,194.431,63.793,65.51,5406.284,118.581,135.216,123.211,24104.613,267.851,3
91.297,107.407,11536.935,231.598,63.505,49.41,5574.959,146.991,128.931,153.451,23578.145,315.937,3
61.718,75.326,5749.659,166.625,81.148,77.555,9810.215,201.094,129.496,146.149,21424.752,273.485,3
96.551,109.409,12771.182,214.882,97.119,46.791,11621.461,237.084,72.222,81.593,7102.259,171.432,3
59.605,76.918,6030.083,200.332,98.724,33.899,10895.581,156.086,83.644,97.203,10672.278,186.914,3
52.527,50.283,3734.726,102.497,97.991,31.925,10621.488,169.093,104.308,114.667,14535.14,233.882,3
62.143,78.019,6171.112,170.042,73.349,50.4,7861.632,194.15,67.065,81.85,6834.239,215.666,3
62.596,52.606,5123.126,141.758,74.005,53.079,6657.55,127.944,119.018,141.301,19969.338,303.599,3
102.211,70.684,12012.878,188.799,69.296,62.77,6127.031,125.344,82.547,96.819,10285.778,192.888,3
88.799,93.934,11317.736,203.286,54.589,35.054,4148.457,124.171,66.859,73.175,5862.385,171.439,3
91.384,99.487,11164.6,225.043,36.417,40.219,1679.466,84.786,55.888,65.826,4359.182,151.857,3
84.634,88.565,9053.784,174.323,28.828,28.039,1072.264,56.082,55.467,66.674,4536.832,133.813,3
66.635,88.241,8222.824,213.795,58.968,51.452,4832.351,158.587,78.778,93.745,9151.138,212.109,3
97.901,127.883,16661.588,350.93,61.302,50.264,5166.995,143.925,90.033,113.976,14593.554,320.693,3
60.217,75.311,5957.292,171.553,73.583,61.296,7908.415,186.06,74.68,63.856,8234.575,179.075,3
54.502,61.257,4176.769,118.205,67.053,47.004,6705.531,174.468,54.907,55.236,4879.472,183.083,3
70.621,79.712,9326.712,262.948,102.995,45.678,12694.447,162.288,35.703,34.888,2116.492,146.603,0
62.462,49.467,5885.744,178.483,91.903,32.744,9518.287,151.93,69.038,70.131,7875.411,185.803,0
97.273,89.634,13311.017,225.567,113.633,38.299,14379.344,189.346,38.798,46.877,2866.214,129.699,0
69.891,45.719,6680.311,176.439,91.61,50.864,10979.491,201.25,39.26,49.289,2923.643,133.135,0
48.777,70.531,6710.894,219.342,75.492,53.699,7171.516,149.737,64.595,69.685,5825.685,135.848,0
40.436,51.601,2664.492,136.959,62.948,54.863,4448.145,97.864,88.643,16.923,8144.02,125.329,0
16.52,18.232,381.669,37.008,177.558,56.336,34700.715,285.027,78.474,17.958,6480.664,108.006,0
25.181,17.773,766.955,42.969,351.041,41.927,124987.906,439.38,42.528,27.355,2509.695,78.618,0
23.426,17.75,718.638,46.651,502.182,37.989,253630.422,559.54,53.5,36.289,3849.358,103.995,0
143.796,74.677,26254.143,242.339,442.677,76.538,201821.078,574.78,50.729,21.945,3055.06,84.564,0
279.428,27.625,78843.102,321.146,541.732,63.474,297502.375,615.588,34.618,32.869,1795.189,91.031,0
217.089,53.117,49949.148,288.641,283.684,70.744,85481.469,389.384,29.704,33.058,1286.662,69.772,0
122.407,74.053,20105.633,241.731,188.417,69.904,40387.398,273.665,34.341,17.025,1459.818,65.335,0
172.465,74.918,35356.84,296.976,72.328,54.551,6610.536,128.204,28.811,16.263,1036.039,61.837,0
420.297,62.173,180515.406,533.89,235.525,36.202,56782.391,294.536,38.295,20.045,1868.319,72.767,0
608.786,27.61,371382.281,658.986,354.062,38.301,126827.117,437.514,34.788,24.477,1641.25,73.589,0
526.897,39.488,279180.031,578.701,397.405,24.361,158524.484,438.263,27.982,24.596,1162.547,67.214,0
366.52,46.98,136544.297,436.799,425.831,22.671,181846.062,473.878,20.104,20.989,605.308,67.609,0
206.717,45.363,44789.836,282.689,419.579,23.949,176620.047,462.602,20.806,23.871,609.594,49.113,0
84.447,19.103,7496.175,128.736,390.22,15.064,152498.937,424.991,21.952,26.217,699.668,53.656,0
35.575,40.776,1670.377,65.293,367.771,24.26,135843.953,413.983,20.149,27.898,783.482,91.33,0
59.854,49.386,4599.522,128.546,337.701,30.901,114997.133,389.5,40.018,35.727,2523.419,92.894,0
122.277,15.202,15182.643,155.668,264.66,14.28,70249.094,288.444,35.09,31.906,2223.421,102.215,0
175.301,32.579,31791.83,235.748,217.297,27.816,47991.75,257.445,54.84,36.878,4292.869,107.334,0
311.138,42.698,98629.852,370.833,158.536,21.686,25603.957,201.553,30.669,17.608,1201.829,56.859,0
303.811,27.346,93048.859,342.373,96.374,22.52,9795.064,135.482,49.749,24.774,3088.726,97.295,0
235.858,41.36,57339.672,312.465,49.312,18.54,2775.437,100.735,32.82,16.688,1355.617,72.242,0
158.822,29.551,26097.717,199.357,28.825,12.557,988.572,53.681,35.968,16.868,1538.773,66.05,0
98.198,34.299,10819.338,152.782,13.357,11.155,243.915,26.909,33.551,16.034,1347.839,63.579,0
66.879,16.699,4751.703,108.566,15.58,14.16,332.296,31.397,26.182,22.604,876.428,59.891,0
44.612,12.69,2151.248,71.538,19.571,11.208,502.5,39.84,25.477,21.525,904.6,70.726,0
37.004,26.083,1662.264,72.916,36.228,13.596,1497.31,61.992,24.417,18.084,919.015,54.126,0
18.39,20.262,613.207,60.973,48.751,20.603,2801.136,93.791,20.923,11.501,519.35,40.031,0
19.233,23.306,548.386,45.889,57.968,15.647,3605.092,87.084,16.764,16.187,381.629,41.227,0
19.924,19.241,712.245,65.027,74.254,13.718,5701.829,93.776,19.404,16.193,542.199,46.824,0
9.511,11.111,134.367,26.872,77.311,12.802,6140.842,107.631,42.043,17.09,2059.71,78.353,0
26.594,31.714,1091.126,63.82,66.319,17.52,4705.202,105.432,30.384,18.834,1193.749,55.776,0
22.603,15.166,710.459,58.39,62.902,14.087,4155.064,84.884,27.885,15.867,1013.496,54.396,0
15.872,18.61,415.68,41.693,62.829,17.505,4253.96,87.174,43.206,13.288,2043.365,64.887,0
14.792,16.602,318.045,34.529,72.006,12.732,5346.944,92.371,60.073,13.039,3778.734,82.909,0
23.884,27.238,831.737,65.27,66.467,14.005,4613.987,98.136,46.72,18.845,2537.923,83.233,0
11.643,15.452,239.231,41.201,57.342,9.768,3383.513,74.751,27.96,14.194,976.485,61.866,0
10.478,10.687,194.594,39.997,53.734,17.67,3199.579,79.355,15.947,13.325,376.707,41.219,0
22.572,31.161,1277.443,92.601,43.46,14.002,2084.813,68.202,23.716,13.212,714.002,47.955,0
16.535,14.691,414.313,40.519,37.805,19.782,1714.549,65.131,21.896,17.25,724.045,52.189,0
28.196,28.619,1258.813,74.144,39.808,16.041,1842.011,72.244,30.371,8.752,999.001,45.708,0
13.727,14.872,304.249,42.797,29.454,11.429,998.136,49.81,56.4,17.155,3475.225,99.93,0
18.075,20.855,590.937,69.413,26.504,18.709,939.823,56.172,56.768,15.481,3462.296,95.387,0
20.333,21.718,795.032,82.451,28.539,18.366,1031.684,60.045,36.162,20.834,1729.851,73.475,0
20.954,24.535,602.962,48.416,37.502,20.97,1846.119,87.6,25.237,21.651,957.346,64.128,0
10.204,12.879,206.873,48.532,19.711,13.747,539.596,40.28,11.343,14.127,219.56,46.338,0
16.679,13.586,400.627,36.52,16.645,18.443,374.177,35.272,42.581,14.228,2015.593,65.41,0
12.442,14.125,280.42,43.757,12.541,13.506,270.828,37.838,15.019,17.478,329.487,37.365,0
22.211,25.043,875.004,79.542,20.12,24.047,587.052,53.393,15.298,16.698,374.69,37.774,0
17.223,19.196,471.109,49.019,15.699,15.899,385.258,44.198,15.066,14.66,352.656,41.664,0
14.398,18.446,501.961,57.262,18.67,20.238,477.153,41.772,13.164,14.955,273.97,33.716,0
14.483,17.652,312.301,34.161,15.8,16.57,344.68,32.257,40.857,24.507,2235.46,84.246,0
11.743,12.053,228.154,34.783,15.562,19.199,391.51,42.474,40.234,13.57,1802.901,59.116,0
12.277,14.646,218.17,30.759,17.001,21.455,468.569,46.007,20.176,13.5,547.947,42.662,0
12.635,15.17,235.098,32.182,19.192,21.519,524.52,49.94,16.11,19.452,378.389,38.615,0
15.546,19.682,437.812,51.716,9.291,11.017,126.565,22.046,16.598,18.973,455.326,50.695,0
15.092,14.808,369.199,47.654,15.619,17.029,322.554,32.109,15.3,11.281,350.847,40.273,0
18.482,22.546,532.985,56.6,14.421,15.257,341.794,45.542,44.598,31.146,2744.169,93.574,0
13.841,15.373,298.623,44.638,11.33,11.256,185.268,24.585,42.342,16.836,2054.365,71.828,0
12.81,15.645,251.405,32.401,12.966,16.46,271.366,33.245,14.597,17.82,321.122,40.46,0
17.173,15.937,460.014,51.504,14.082,14.834,313.771,38.802,9.335,11.789,158.698,27.462,0
20.664,22.848,545.709,42.054,17.996,21.437,511.777,52.264,15.893,15.309,368.955,41.757,0
12.543,14.484,236.596,41.171,13.843,17.16,297.076,38.632,16.967,12.032,401.504,39.947,0
15.218,15.423,374.669,48.624,9.329,11.135,125.002,23.811,34.928,13.627,1405.697,59.879,0
16.14,18.765,353.077,36.783,13.974,16.004,332.07,40.951,46.386,14.018,2348.153,70.607,0
23.356,28.403,809.281,68.8,9.68,11.067,141.812,26.666,18.364,16.7,418.049,37.928,0
19.156,24.304,646.628,58.083,14.643,16.524,278.085,28.421,14.203,12.79,305.73,31.831,0
12.638,14.303,227.191,36.588,11.178,13.251,211.057,31.594,13.678,15.083,290.79,41.105,0
9.707,11.211,131.632,30.632,18.467,14.8,463.893,39.881,10.833,9.122,179.303,34.22,0
25.586,32.296,1043.191,71.113,13.403,15.889,270.418,33.438,25.045,13.346,805.381,50.522,0
8.776,10.626,131.46,33.028,11.313,12.188,181.981,33.296,19.373,15.271,549.438,55.038,0
14.831,17.788,316.414,34.347,15.604,17.896,341.929,39.114,16.475,18.494,371.953,37.9,0
15.421,18.471,401.287,53.845,12.574,15.861,252.415,35.622,24.724,18.786,916.658,60.409,0
11.139,14.024,206.565,36.45,10.532,11.065,175.663,29.647,48.579,12.09,2506.068,75.27,0
11.289,14.471,222.497,38.388,19.925,13.958,568.151,45.266,28.661,13.116,993.51,56.031,0
23.293,14.049,696.121,40.146,18.349,17.574,480.661,41.708,21.222,19.919,568.421,50.498,0
10.717,12.787,171.716,27.592,15.552,10.665,322.908,33.319,16.757,17.632,417.735,46.338,0
14.566,16.2,323.549,42.63,14.647,15.58,352.8,49.607,50.352,13.089,2706.614,78.363,0
12.907,13.996,241.091,30.499,15.145,12.152,356.163,38.52,55.564,14.841,3307.612,83.993,0
15.759,13.661,336.803,37.614,16.615,17.848,423.387,38.733,31.484,30.928,1326.718,77.239,0
10.465,12.937,176.468,32.004,15.042,18.689,350.089,44.796,16.346,20.382,415.542,48.776,0
19.173,20.772,478.242,40.517,12.603,15.23,231.971,35.831,12.079,15.217,232.159,34.827,0
17.24,21.673,470.017,45.122,10.802,12.65,160.987,28.599,16.755,19.714,420.722,36.925,0
21.894,19.716,621.173,39.982,15.937,16.915,399.493,43.229,29.068,13.535,1028.116,57.386,0
12.819,15.829,251.667,33.101,12.907,15.423,250.161,39.747,36.703,15.572,1589.638,63.742,0
10.207,12.34,154.33,30.147,15.437,17.427,339.642,41.192,14.603,13.226,324.186,36.939,0
10.87,13.127,188.024,31.479,16.148,17.514,384.021,39.945,10.5,11.592,209.609,40.66,1
18.969,24.074,640.429,56.053,16.267,18.072,344.786,37.512,22.571,17.596,575.816,39.289,1
14.536,11.918,310.335,35.586,9.37,10.482,123.173,20.648,17.59,19.725,609.144,67.807,1
17.848,16.727,444.505,42.737,9.66,11.473,155.802,36.335,23.62,19.655,813.28,55.278,1
16.916,20.181,408.749,39.842,10.454,11.222,153.546,28.937,9.386,11.662,164.171,28.694,1
24.613,30.378,931.565,54.114,14.636,16.774,313.512,37.505,22.354,11.954,598.275,41.631,1
10.838,12.866,171.909,24.762,12.288,11.945,212.245,26.636,19.58,20.718,579.444,47.214,1
14.358,18.042,333.25,42.505,17.137,20.378,418.771,38.31,25.779,11.558,798.167,46.757,1
32.558,37.188,1384.492,75.029,17.019,15.625,452.397,47.522,32.135,13.428,1212.983,60.682,1
15.433,18.404,339.411,39.234,25.032,12.301,777.924,58.792,12.596,15.418,238.563,40.182,1
17.524,18.998,434.364,42.188,10.919,9.547,185.283,27.817,17.173,18.325,418.484,38.314,1
13.93,16.884,285.089,28.653,16.845,17.832,452.12,55.274,10.295,12.226,162.125,26.431,1
13.333,15.47,269.255,39.816,16.634,12.662,379.442,41.004,19.529,15.691,597.964,47.555,1
13.35,15.945,266.011,32.9,15.214,15.823,373.986,41.684,17.571,13.752,442.499,49.314,1
24.063,30.638,1125.115,84.2,19.259,12.677,471.135,40.442,23.595,16.089,784.758,47.689,1
17.191,16.926,372.401,35.107,18.91,19.792,492.487,42.913,28.425,12.467,963.429,49.655,1
24.22,24.839,776.85,65.446,10.143,8.349,145.33,24.941,19.293,14.816,549.545,43.222,1
20.726,23.909,573.039,54.854,16.365,18.258,360.49,34.515,18.863,13.929,467.827,38.019,1
17.222,19.794,396.171,39.365,12.544,14.822,223.301,35.287,19.276,16.094,528.303,55.804,1
12.663,17.462,306.407,40.963,16.393,18.569,461.705,54.802,22.808,26.153,731.967,55.747,1
10.277,12.457,166.76,25.894,13.485,11.523,290.223,36.628,22.297,16.511,717.949,60.018,1
15.61,17.879,334.361,38.923,13.578,16.502,303.333,38.5,40.263,15.969,1876.161,65.853,1
